TABLE_NAME,COLUMN_NAME,DATA_TYPE,ALLOWS_NULLS,IS_PRIMARY_KEY,IS_FOREIGN_KEY,REFERENCED_TABLE_NAME
aboss_location,insert_user,nvarchar,TRUE,FALSE,FALSE,
aboss_location,insert_date_time,datetime2,TRUE,FALSE,FALSE,
aboss_location,update_user,nvarchar,TRUE,FALSE,FALSE,
aboss_location,update_date_time,datetime2,TRUE,FALSE,FALSE,
aboss_log,aboss_log_id,numeric,FALSE,TRUE,FALSE,
aboss_log,log_timestamp,datetime2,TRUE,FALSE,FALSE,
aboss_log,log_message,nvarchar,TRUE,FALSE,FALSE,
aboss_log,log_error,bit,FALSE,FALSE,FALSE,
aboss_log,log_category,tinyint,FALSE,FALSE,FALSE,
aboss_log,web_connector_status,varchar,TRUE,FALSE,FALSE,
aboss_log,http_request_status,int,TRUE,FALSE,FALSE,
aboss_log,http_body,nvarchar,TRUE,FALSE,FALSE,
aboss_log,insert_user,nvarchar,TRUE,FALSE,FALSE,
aboss_log,insert_date_time,datetime2,TRUE,FALSE,FALSE,
aboss_log,update_user,nvarchar,TRUE,FALSE,FALSE,
aboss_log,update_date_time,datetime2,TRUE,FALSE,FALSE,
aboss_person,aboss_person_id,numeric,FALSE,TRUE,FALSE,
aboss_person,aboss_import_status,tinyint,TRUE,FALSE,FALSE,
aboss_person,aboss_timestamp,datetime2,TRUE,FALSE,FALSE,
aboss_person,aboss_import_error_message,nvarchar,TRUE,FALSE,FALSE,
aboss_person,first_name,nvarchar,TRUE,FALSE,FALSE,
aboss_person,last_name,nvarchar,TRUE,FALSE,FALSE,
aboss_person,notes,nvarchar,TRUE,FALSE,FALSE,
aboss_person,type,nvarchar,TRUE,FALSE,FALSE,
aboss_person,function,nvarchar,TRUE,FALSE,FALSE,
aboss_person,gender,nvarchar,TRUE,FALSE,FALSE,
aboss_person,email,nvarchar,TRUE,FALSE,FALSE,
aboss_person,secondary_email,nvarchar,TRUE,FALSE,FALSE,
aboss_person,phone_number,nvarchar,TRUE,FALSE,FALSE,
aboss_person,secondary_phone_number,nvarchar,TRUE,FALSE,FALSE,
aboss_person,street,nvarchar,TRUE,FALSE,FALSE,
aboss_person,street_2,nvarchar,TRUE,FALSE,FALSE,
aboss_person,home_number,nvarchar,TRUE,FALSE,FALSE,
aboss_person,postal_code,nvarchar,TRUE,FALSE,FALSE,
aboss_person,city,nvarchar,TRUE,FALSE,FALSE,
aboss_person,country,nvarchar,TRUE,FALSE,FALSE,
aboss_person,company,nvarchar,TRUE,FALSE,FALSE,
aboss_person,region,nvarchar,TRUE,FALSE,FALSE,
aboss_person,vat_number,nvarchar,TRUE,FALSE,FALSE,
aboss_person,created_at,nvarchar,TRUE,FALSE,FALSE,
aboss_person,updated_at,nvarchar,TRUE,FALSE,FALSE,
aboss_person,aboss_contact_id,nvarchar,TRUE,FALSE,FALSE,
aboss_person,insert_user,nvarchar,TRUE,FALSE,FALSE,
aboss_person,insert_date_time,datetime2,TRUE,FALSE,FALSE,
aboss_person,update_user,nvarchar,TRUE,FALSE,FALSE,
aboss_person,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_base_group,accredit_base_group_id,numeric,FALSE,TRUE,FALSE,
accredit_base_group,name,nvarchar,FALSE,FALSE,FALSE,
accredit_base_group,seq_nr,numeric,FALSE,FALSE,FALSE,
accredit_base_group,active,bit,FALSE,FALSE,FALSE,
accredit_base_group,inactive_since,datetime2,TRUE,FALSE,FALSE,
accredit_base_group,inactive_user,nvarchar,TRUE,FALSE,FALSE,
accredit_base_group,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_base_group,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_base_group,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_base_group,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_company,accredit_company_id,numeric,FALSE,TRUE,FALSE,
accredit_company,accredit_event_id,numeric,TRUE,FALSE,TRUE,accredit_event
accredit_company,name,nvarchar,FALSE,FALSE,FALSE,
accredit_company,email,varchar,TRUE,FALSE,FALSE,
accredit_company,phone,varchar,TRUE,FALSE,FALSE,
accredit_company,url,varchar,TRUE,FALSE,FALSE,
accredit_company,address,varchar,TRUE,FALSE,FALSE,
accredit_company,zip_code,varchar,TRUE,FALSE,FALSE,
accredit_company,city,varchar,TRUE,FALSE,FALSE,
accredit_company,country_id,numeric,TRUE,FALSE,TRUE,country
accredit_company,different_visit_address,bit,FALSE,FALSE,FALSE,
accredit_company,visit_address,varchar,TRUE,FALSE,FALSE,
accredit_company,visit_zip_code,varchar,TRUE,FALSE,FALSE,
accredit_company,visit_city,varchar,TRUE,FALSE,FALSE,
accredit_company,visit_country_id,numeric,TRUE,FALSE,TRUE,country
accredit_company,is_festival_show,bit,FALSE,FALSE,FALSE,
accredit_company,festival_event_id,numeric,TRUE,FALSE,TRUE,festival_show
accredit_company,festival_show_id,numeric,TRUE,FALSE,TRUE,festival_show
accredit_company,liaison_id,numeric,TRUE,FALSE,FALSE,
accredit_company,active,bit,FALSE,FALSE,FALSE,
accredit_company,inactive_since,datetime2,TRUE,FALSE,FALSE,
accredit_company,inactive_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_company,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_company_accredit_item,accredit_company_id,numeric,FALSE,TRUE,TRUE,accredit_company
accredit_company_accredit_item,accredit_event_id,numeric,FALSE,TRUE,TRUE,accredit_item
accredit_company_accredit_item,accredit_group_id,numeric,FALSE,TRUE,TRUE,accredit_item
accredit_company_accredit_item,accredit_type_id,numeric,FALSE,TRUE,TRUE,accredit_item
accredit_company_accredit_item,accredit_item_id,numeric,FALSE,TRUE,TRUE,accredit_item
accredit_company_accredit_item,max_amount,int,TRUE,FALSE,FALSE,
accredit_company_accredit_item,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company_accredit_item,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_company_accredit_item,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company_accredit_item,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_reservation_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_item_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_item_view,parent_accredit_request_id,int,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_person_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_profile_type_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_profile_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_reception_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_group_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_location_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_type_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_item_view,req_amount,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,left_amount,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,temp_amount,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,seq_nr,int,TRUE,FALSE,FALSE,
accredit_company_crew_item_view,accredit_unique_code,nvarchar,TRUE,FALSE,FALSE,
accredit_company_crew_view,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_view,accredit_reservation_id,numeric,FALSE,FALSE,FALSE,
accredit_company_crew_view,parent_accredit_reservation_id,int,TRUE,FALSE,FALSE,
accredit_company_crew_view,accredit_event_request_type_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_view,accredit_person_id,numeric,TRUE,FALSE,FALSE,
accredit_company_crew_view,name,nvarchar,FALSE,FALSE,FALSE,
accredit_company_crew_view,first_name,nvarchar,TRUE,FALSE,FALSE,
accredit_company_crew_view,middle_name,nvarchar,TRUE,FALSE,FALSE,
accredit_company_crew_view,last_name,nvarchar,FALSE,FALSE,FALSE,
accredit_company_crew_view,accredit_unique_code,nvarchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_company_lookup_view,accredit_company_id,numeric,FALSE,FALSE,FALSE,
accredit_company_lookup_view,org_accredit_event_id,numeric,TRUE,FALSE,FALSE,
accredit_company_lookup_view,name,nvarchar,FALSE,FALSE,FALSE,
accredit_company_lookup_view,email,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,phone,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,url,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,address,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,zip_code,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,city,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,country_id,numeric,TRUE,FALSE,FALSE,
accredit_company_lookup_view,different_visit_address,bit,FALSE,FALSE,FALSE,
accredit_company_lookup_view,visit_address,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,visit_zip_code,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,visit_city,varchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,visit_country_id,numeric,TRUE,FALSE,FALSE,
accredit_company_lookup_view,is_festival_show,bit,FALSE,FALSE,FALSE,
accredit_company_lookup_view,festival_event_id,numeric,TRUE,FALSE,FALSE,
accredit_company_lookup_view,festival_show_id,numeric,TRUE,FALSE,FALSE,
accredit_company_lookup_view,active,bit,FALSE,FALSE,FALSE,
accredit_company_lookup_view,inactive_since,datetime2,TRUE,FALSE,FALSE,
accredit_company_lookup_view,inactive_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company_lookup_view,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_company_view,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,accredit_reservation_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,accredit_item_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,accredit_person_id,numeric,TRUE,FALSE,FALSE,
accredit_company_view,accredit_profile_type_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,accredit_profile_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,accredit_reception_id,numeric,TRUE,FALSE,FALSE,
accredit_company_view,accredit_group_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,accredit_location_id,numeric,TRUE,FALSE,FALSE,
accredit_company_view,accredit_type_id,numeric,FALSE,FALSE,FALSE,
accredit_company_view,req_amount,numeric,TRUE,FALSE,FALSE,
accredit_company_view,seq_nr,int,TRUE,FALSE,FALSE,
accredit_company_view,accredit_unique_code,nvarchar,TRUE,FALSE,FALSE,
accredit_distribution,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution,accredit_reservation_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution,accredit_reception_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution,accredit_event_request_type_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution,accredit_person_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution,internal_person_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution,confirmation_sent,bit,FALSE,FALSE,FALSE,
accredit_distribution,confirmation_sent_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution,confirmation_sent_by_person_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution,remark,varchar,TRUE,FALSE,FALSE,
accredit_distribution,accredit_event_active,bit,FALSE,FALSE,FALSE,
accredit_distribution,accredit_event_completed,bit,FALSE,FALSE,FALSE,
accredit_distribution,accredit_event_construction_start_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution,accredit_event_start_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution,accredit_event_end_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution,accredit_event_deconstruction_end_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution,nr1,int,TRUE,FALSE,FALSE,
accredit_distribution,nr2,int,TRUE,FALSE,FALSE,
accredit_distribution,nr3,int,TRUE,FALSE,FALSE,
accredit_distribution,nr4,int,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_reservation_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_issue_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_group_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_type_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_item_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_issue_item_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_person_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,item_count,numeric,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,collect_time,datetime2,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,remark,varchar,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,ticket_printed,bit,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,handed_in,bit,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,accredit_event_request_type_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,request_person_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,internal_person_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,confirmed,bit,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,confirmed_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,confirmed_by_person_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,confirmation_sent,bit,FALSE,FALSE,FALSE,
accredit_distribution_issued_item,confirmation_sent_date,datetime2,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,confirmation_sent_by_person_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_issued_item,issuer_person_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_event_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_reservation_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_group_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_type_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_item_id,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_location_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_reception_id,numeric,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_group_name,nvarchar,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_type_name,nvarchar,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_item_name,varchar,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_location_name,nvarchar,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,accredit_reception_name,nvarchar,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,day,nvarchar,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,year,int,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,date_seq,bigint,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,group_seq,int,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,type_seq,int,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,issue_item_count,int,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,reservation_item_count,numeric,FALSE,FALSE,FALSE,
accredit_distribution_item_cube,issued_var,varchar,TRUE,FALSE,FALSE,
accredit_distribution_item_cube,mutatie_teller,numeric,TRUE,FALSE,FALSE,
accredit_entitlement,accredit_event_id,numeric,FALSE,TRUE,TRUE,accredit_event
accredit_entitlement,accredit_entitlement_item_id,numeric,FALSE,TRUE,TRUE,accredit_entitlement_item
accredit_entitlement,lineup_type_id,numeric,FALSE,TRUE,TRUE,lineup_type
accredit_entitlement,nationality,varchar,FALSE,TRUE,FALSE,
accredit_entitlement,for_show_date_only,bit,FALSE,FALSE,FALSE,
accredit_entitlement,for_each_date_except_show_date,bit,FALSE,FALSE,FALSE,
accredit_entitlement,one_item_for_each_date,bit,FALSE,FALSE,FALSE,
accredit_entitlement,one_item_for_all_dates,bit,FALSE,FALSE,FALSE,
accredit_entitlement,remark,varchar,TRUE,FALSE,FALSE,
accredit_entitlement,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_entitlement,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_entitlement,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_entitlement,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_entitlement_item,accredit_entitlement_item_id,numeric,FALSE,TRUE,FALSE,
accredit_entitlement_item,accredit_group_name,nvarchar,FALSE,FALSE,FALSE,
accredit_entitlement_item,accredit_type_name,nvarchar,FALSE,FALSE,FALSE,
accredit_entitlement_item,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_entitlement_item,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_entitlement_item,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_entitlement_item,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event,accredit_event_id,numeric,FALSE,TRUE,FALSE,
accredit_event,sys_mail_account_id,numeric,TRUE,FALSE,FALSE,
accredit_event,name,nvarchar,FALSE,FALSE,FALSE,
accredit_event,construction_start_date,datetime2,TRUE,FALSE,FALSE,
accredit_event,start_date,datetime2,TRUE,FALSE,FALSE,
accredit_event,end_date,datetime2,TRUE,FALSE,FALSE,
accredit_event,deconstruction_end_date,datetime2,TRUE,FALSE,FALSE,
accredit_event,document_folder,varchar,TRUE,FALSE,FALSE,
accredit_event,document_logo,varchar,TRUE,FALSE,FALSE,
accredit_event,document_title,nvarchar,TRUE,FALSE,FALSE,
accredit_event,document_sub_title,nvarchar,TRUE,FALSE,FALSE,
accredit_event,completed,bit,FALSE,FALSE,FALSE,
accredit_event,deadline,datetime2,TRUE,FALSE,FALSE,
accredit_event,conformation_reservation_mail,varchar,TRUE,FALSE,FALSE,
accredit_event,birth_date_available,bit,FALSE,FALSE,FALSE,
accredit_event,birth_date_mand,bit,FALSE,FALSE,FALSE,
accredit_event,birth_place_avaible,bit,FALSE,FALSE,FALSE,
accredit_event,birth_place_mand,bit,FALSE,FALSE,FALSE,
accredit_event,residence_avaible,bit,FALSE,FALSE,FALSE,
accredit_event,residence_mand,bit,FALSE,FALSE,FALSE,
accredit_event,nationality_avaible,bit,FALSE,FALSE,FALSE,
accredit_event,nationality_mand,bit,FALSE,FALSE,FALSE,
accredit_event,function_avaible,bit,FALSE,FALSE,FALSE,
accredit_event,function_mand,bit,FALSE,FALSE,FALSE,
accredit_event,document,varchar,TRUE,FALSE,FALSE,
accredit_event,help_cube,varchar,TRUE,FALSE,FALSE,
accredit_event,help_person_info,varchar,TRUE,FALSE,FALSE,
accredit_event,active,bit,FALSE,FALSE,FALSE,
accredit_event,remark,varchar,TRUE,FALSE,FALSE,
accredit_event,inactive_since,datetime2,TRUE,FALSE,FALSE,
accredit_event,inactive_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event_item_template,accredit_event_id,numeric,FALSE,TRUE,TRUE,accredit_event
accredit_event_item_template,accredit_event_item_template_name,nvarchar,FALSE,TRUE,FALSE,
accredit_event_item_template,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event_item_template,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event_item_template,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event_item_template,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event_item_template_item,accredit_event_id,numeric,FALSE,TRUE,TRUE,accredit_type
accredit_event_item_template_item,accredit_event_item_template_name,nvarchar,FALSE,TRUE,TRUE,accredit_event_item_template
accredit_event_item_template_item,accredit_group_id,numeric,FALSE,TRUE,TRUE,accredit_type
accredit_event_item_template_item,accredit_type_id,numeric,FALSE,TRUE,TRUE,accredit_type
accredit_event_item_template_item,accredit_item_id,numeric,FALSE,TRUE,TRUE,accredit_item
accredit_event_item_template_item,max_amount,int,TRUE,FALSE,FALSE,
accredit_event_item_template_item,insert_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event_item_template_item,insert_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event_item_template_item,update_user,nvarchar,TRUE,FALSE,FALSE,
accredit_event_item_template_item,update_date_time,datetime2,TRUE,FALSE,FALSE,
accredit_event_letter,accredit_event_id,numeric,FALSE,TRUE,TRUE,accredit_event_request_type
accredit_event_letter,accredit_event_letter_id,numeric,FALSE,TRUE,FALSE,
accredit_event_letter,letter_name,nvarchar,FALSE,FALSE,FALSE,
accredit_event_letter,letter_type,int,FALSE,FALSE,FALSE,
accredit_event_letter,default_accredit_event_request_type_id,numeric,TRUE,FALSE,TRUE,accredit_event_request_type
accredit_event_letter,letter_header_logo,varchar,TRUE,FALSE,FALSE,
accredit_event_letter,letter_title_text_nl,varchar,TRUE,FALSE,FALSE,
accredit_event_letter,letter_title_text_eng,varchar,TRUE,FALSE,FALSE,
accredit_event_letter,barcode,bit,FALSE,FALSE,FALSE,
accredit_event_letter,letter_body_upper_text_nl,varchar,TRUE,FALSE,FALSE,
accredit_event_letter,letter_body_upper_text_eng,varchar,TRUE,FALSE,FALSE,
